Timestamp,Date,Describe,Category
2/10/2026 6:09:32,10/27/2025,- How intimacy thoughts have affected me?,Thoughts
2/10/2026 6:09:59,10/26/2025,"- Everything can not be rosy if it is that way that means you are hiding something.
* Sharing opinion which is not positive is not bad or against dharma.
",Thoughts
2/10/2026 6:13:52,10/23/2025,"- It is not about you living with someone whom you do not know it is that I even do not know myself.
* Do not blame.on other or situation (take complete ownership, now it is not what dad said, what hardik will feel, how you have been brought up, it is what you decide to do and you only own it.) (do not play safe by putting on others.)
- How oversimplifying thought process has not helped me learn more.
* The one who shows you truth you will mostly curse or misunderstand them


Some questions and thoughts
- If we had money will we still fight over home expense? Does it mean that money is testing our character around taking responsibilitye?
* What are my duties in each relationship according to me and define for each 15 family members and see how it looks? As this has been your main driving force for making decisions.
* Everything can be explained via fundamental vedic theories. Can I understand these theories better?
	* Jad Chetan
	* Karma Fal
* How money affects you positive and negative?
* Why do we develop biases?
* Can we use NVC to heal people, who have grudges for long term?
",Thoughts
2/10/2026 6:16:10,10/21/2025,"- respect issue 
",Thoughts
2/10/2026 6:18:55,10/9/2025,- Life is a cycle and what are your normal stress ? Discussion with Nachiket. Reduce stress. Stop unnecessary comparison. Clear about what you need to do. What you want at the end of the day. How much money?,Low Confidence/ Self Doubt
2/10/2026 6:20:27,10/7/2025,"- Civic Sense should be prioritized for myself
* Sports is inherent and every child should play sports and I should have my kids go through that journey and I should continue that journey. Watching sports and playing sports.
* Money does not bring class.
* Argument with brother
",Thoughts
2/10/2026 6:21:51,10/6/2025,"::Overcoming fear and developing objectivity::
- Be happy do not be sad 

Fears
- She will leave me
* She will get unhappy
* She will not let me come near
- He will get angry
* He will feel bad
* Dad will feel bad

Nonobjectivity
- This is his stuation
* This is how my father has lived
* 

-----
- Being judged - The voucher conversation
        * She wont let me give
        * I do not do anything for her wishes
        * Getting juice for her and donating blood for her mother

------
Rewiring
Removing biases
Objectively thinking
How 
",OFNR - Self
2/10/2026 6:28:03,10/2/2025,"When I imagine others getting upset or leaving, I notice fear and tension in me. This tells me I deeply value connection, care, and harmony. I can acknowledge these needs without abandoning clarity or honesty. I choose to act from integrity rather than fear, even when I don’t know the outcome.",OFNR - Self
2/10/2026 22:13:52,2/10/2026,"Went to book trip at AMTPL and last moment decided to switch and check Parikh Holidays from Ankit. How somethings happen suddenly and I also got idea of having a night in Dehradun in return.

I still could not say her on face that I am checking in with my other friend.",Story
2/10/2026 22:15:54,2/10/2026,"Rolex discussion
I accidently asked abhishek that is your watch rolex then I went on to appreciate him for how careful he is with this stuff. Then I also shared that when I was listening to this episode I was looking to buy on is this me or why would I say that was I authentic. He said Minal gifted him and he was not aware of the price.

Not sure was I trying to make him feel good. Do I think buying rolex is worth or not? Can I share that opinion with him?",People Pleasing
2/10/2026 22:19:38,2/10/2026,Today in meeting first I decided that before 31st March I would try and ship cameras and then Parth said that we need to be extra careful here I started agreeing with him. This is sign of weak judgement or hasty decision making.,Quick Opinion Change
2/12/2026 5:44:23,10/6/2025,"- Need to.improve.amd. understand 2 ppl
* Karma Theory at Play (think of kids hardik and dad and how can you do for them when they have their karmas)
* How am I preserving others impression that I have created.
* From being good to being authentic and then being right
",Thoughts
2/12/2026 5:45:27,10/3/2025,"How to be a right brother not a good brother
Good is opposite of Right
How to be a right son and not a good son
What do I understand about him?",Thoughts
2/12/2026 5:47:43,10/2/2025,"With dad to manek chowk
How everything can be understood by Vedic philosophy
Karm fal
Jad Chetan 
",Thoughts
2/12/2026 5:48:53,10/1/2025,"3 things 
- ambivalence 
- no clarity
- righteousness
",Thoughts
2/12/2026 5:49:46,9/30/2025,"Hardik said
- how dad treats him and others
- how he sees long term relationship between 2 brothers
- how he does for everyone and does not get appreciated at all
- how all this is not solvable or how this gets solved
- how he sees near and dear ones mistrusting him the most ?
- how he has tried to save everyone and lost in the end, in his work past.
",Event
2/12/2026 5:50:27,9/27/2025,"Experience with dad
Zoho Example
Price from Durga Hardware
How he sees his life on the way to Vijay Sales
My inner thoughts during these times. How i can be less agitated or argumentative within.
",Event
2/12/2026 5:51:05,9/20/2025,"During PTM
we were talking about Samaira and how others should treat
if not friend, if not want to talk, but make sure you do not disrespect and hurt anyone.
We expect behaviour which is respectful and does not hurt other.
",Event
2/12/2026 5:51:46,9/19/2025,"Hardik is right vs I will treat him this way
How is he and how we are treating him or how you are treating him? vs what I want, how will I treat?
Do not defend anyone
what do you think
what do you want
What do you OFNR?
",OFNR - Self
2/12/2026 5:52:32,9/19/2025,"Wrong defence and timely defence or opportunistic defense is worst
- I was comparing Birva and Hardik
timing : when payal shared his feelings for birva being good at heart (opportunistic)
defence : what did he do when he was in good state, how does he handle family when we are not around (wrong)
",Thoughts
2/12/2026 5:53:03,2/19/2026,"Last fever has made me crave for taste
I started looking for taste in every bite",OFNR - Self
2/12/2026 5:53:42,9/18/2025,"Dad said have agal vicharvu joiye pachhal jovanu nahi. It was from old things coming as waste from renovation.

Let us not design our lives on the basis of his situation or his thoughts for a long time. He will have to update few things else we will keep doing it.
What he will think if we do this-  Hardik
What will happen to him if we do not do this?
",Thoughts
2/12/2026 5:54:14,9/11/2025,"When dad said about her mom and I did not stood up in front of him
",Event
2/12/2026 5:54:56,9/10/2025,"Charity begins at home
Birva does for mama
I want to do it for my family
However they are but they are my family
However they have treated you or biased for me they are my family.
My wish for Project sunshine and project jalsa
God will show me the way
If you can not financially help you can always have good feelings about them.
",Thoughts
2/12/2026 5:55:41,9/7/2025,"Mom punita dress
How I went on chance pe dance post I got her to treat her father
She did not like the way I said.
I was then starting to blame on situation and not clearly putting my point.",OFNR - Self
2/12/2026 5:56:22,9/4/2025,"DR Dad coming for dinner
hardik behaviour
my childish behaviour",Event
2/12/2026 5:56:52,9/4/2025,"How can he feel understood
Rima told me about how i did not hear Chirag and explained him what Vedant might be thinking
How I did not hear her and explained what Siddharth might be thinking
Am I defending?
",OFNR - Self
2/12/2026 5:57:19,9/4/2025,Bhagvan no dar while lying to anyone (Payal example to Aanshi about packet buying and hiding),Event
2/12/2026 5:58:28,7/30/2025,"Dad said 30th August
2.arguments
I have to fill petrol
I am not asking for any money in furniture ",Event
2/12/2026 6:07:37,8/28/2025,"Turning out to be a happy day
- started with Parna
* had a discusion around religion with Payal
* had discussed petpooja exit and kia to dad thing in the morning
* was little tired in the beginning
* was not sure about the presentation 
* but by the end of the day was happy about presentation preparation
* came home had lot of confidence and positive energy",Event
2/12/2026 6:08:45,8/4/2025,"Conversation with Hemal
Self talk around how can you really appreciate other point of view of Jainism even if you disagree
Can you disagree non violently 
",OFNR - Self
2/12/2026 22:17:54,2/12/2026,"When I came back home I saw dad and asked how is he feeling after Kaka has left. He first said which was anticipated response was that I am okay no feelings. and then I asked we all have feelings but we have not to learnt to recognized it or even accept it. And then he said I will miss him a lot and he takes me back to pole days.

How much are we  unaware of feelings and how can we be more humans with feelings and emotions?",Story
2/12/2026 22:23:51,2/12/2026,"During today’s meeting, when I shared my opinions, asked hard questions, and spoke without worrying about time (O), I felt excited, confident, and energised (F), because my needs for self-expression, contribution, and autonomy were met (N).",OFNR - Self
2/12/2026 22:25:57,2/12/2026,In morning when payal was sharing how she is different then me and she does not mind reacting at places where people need to be shown boundaries. I could say that I am not her and I will react differently.,Be Yourself
2/12/2026 22:27:38,2/12/2026,"Before meeting with Andrew, after reading memo I felt this is not the right guy to go with and I shared my opinion on the similar lines about him. Post meeting I had positive thoughts about him and what he shared. More so was more clear on Global Cricket market.",Quick Opinion Change
2/16/2026 22:55:44,2/16/2026,"How my world changed? World changes when you get some external event or an internal event. I am working towards integrating NVC in my life to connect with others for better.

Today what happened.
During meeitng with Rima and product team I could see Rima's feeling of others priority.
During call with Amrita I could name her feeling of effectiveness.
During call with Rishab and Hiral in evening I could understand feeling of Hiral on how highlights have just started and this could ruin it and a potential of fear.

Coming back I could see my father worried when kaka's news came.
I could also see my daughter feeling longing and disappointed.

This language helped me see a world through a different lens.",Story
2/17/2026 22:28:02,2/17/2026,"Many times in life we try hard to get something or we feel something will be very difficult but when we start working in that direction it automatically happens or it goes out very smooth.

Nachiket when shared with Nidhi that I am shutting down, she was chill as opposed to whatever he might have thought.

Payal was thinking that what kind of job I can get in this market and she has an interview lined up with her desired salary.

I was thinking to work on AI tool some day and work on JTBD someday but this week they both got aligned and I am going to work on them.",Story
2/17/2026 22:42:23,2/17/2026,"Today lot of instances
1. During sprint meeting with developers. I went with idea of using AI and then sold into their idea. Seeing pola.rs I thought that I am not good at CTO stuff as well. What is happening?
2. When Rishab told me post interview that why were you clarifying so much and then took me to say that let us not find lead right now and I got convinced. I questioned how will he perceive me as a leader and doubted myself for leadership.
3. When I could not nudge Siddharth not to do performance marketing or even I did not think of nudging parth further. I started giving in Power. I also did same with Rima and stopped putting my point. ",Low Confidence/ Self Doubt / Comparison
2/18/2026 6:17:30,2/17/2026,"What is happening since Abhishek has said that undivided attention.
I have started withdrawing from places 
a. business plan (No next steps defined)
b. current form (prep for Kashyap or Vinesh)
c. reducing to make comments in others work
d. I also felt that this current form is not happening properly.

Instead I have started focusing more on video and trying to streamline it.

I have also thought that Capture is not performing well and constantly under thoughts that it is not working and I am doing something wrong.

I have also started thinking that he does not value this level up work as much because I know the way he works and thinks about people growth.

What I need is understand is
a. Things are progressing and working fine. Capture is doing great except few cases. The new PCB is great and testing is going on.
b. I need to keep improving my level up role and keep making things better at company level.
c. I first need to get capture handle and for time being give it more priority. 
d. I do not need to undermine myself or my work at all. If I do that that will be biggest blow to my work.

So finally
a. Video is exciting we are working on new bets and it can increase our moat.
b. Capture is progressing and we are making it solid day by day. We are also building team.
c. Level Up has done great in last year we need to put in more efforts here.
d. Start working on plan for next steps.",Thoughts
2/22/2026 8:18:33,2/18/2026,"Kaka was calling me to complete car loan and he sent a series of messages.
Payal read that he was saying that I was doing Jugaad she did not like it and she got upset.
I went to take Shaurya from a birthday party. She did not come.
I told kaka that I am not doing jugaad I have not used a single money that he has sent.
I do not need car but there is one car if it comes I can take back my car.
I took some things in heat of the moment.",Event
2/22/2026 8:24:04,2/19/2026,"19th Feb - Our 19th Anniversary.
There was no celebratory mood from Payal as she was constantly thinking that how can someone say me for what I have not done.
She was also disparaging on why she got married.
This morning I also got message from Bank that my SGB limit is over and I need to pay 30k there. So I was also under some tension of money.
I came back from office after first half had a good sleep in afternoon.
No fixed plans in evening she was not feeling well just went out on a ride and she had a sandwich.
I also called dad during afternoon and told him few things which I did not like mainly around car and current situation of Hardik. What he told me stayed with me.
a. I will not use car.
b. Hardik will not be able to buy, how can he run house in 65k.
c. Sorry that I am telling you this.
d. You have spent so much on house it is hard to believe that you are in difficult situation from finance.
e. I am happy I have seen worse days than this in my life so I am happy with whatever I have.",Event
2/22/2026 8:26:10,2/20/2026,"We both had to go to school.
Aanshi had exams, so I dropped her.
We both left early from home.
Were together on lunch.
Things came normal.",Event
2/25/2026 5:53:28,2/24/2026,When I came back from USA loved staying there and somethings that I liked there and decided to follow it here. Yesterday one such thing happened when I was at Zudio. How I could have started yelling or pressing the counter person to do something but I waited patiently like a US citizen and waited for my turn to come.,Story
2/25/2026 6:00:02,2/24/2026,"Shaurya yesterday told me that I get frustrated when the opposite player does celebration on winning a point in badminton and I then get angry. I keep telling him that you should focus on your game getting frustrated or angry is not helping you improve your game.

“When the other player celebrates, I imagine it feels irritating or distracting. I want you to enjoy the game and stay strong. What do you think could help you stay focused even when that happens?”

Now you're not dismissing emotion.
You're coaching emotional regulation.",OFNR - Other
2/25/2026 6:06:02,2/24/2026,"“When I see you getting angry after the opponent celebrates (O), I feel concerned and protective (F), because I value your growth and resilience (N). Would you be open to exploring what might help you stay strong in those moments? (R)”

3 ways
Curiosity
Skill building
Normalize and Guide",OFNR - Self
2/25/2026 6:09:39,2/24/2026,"“When I see a lot of sweets being eaten, I feel concerned because I care about your health and athletic growth. I’d like us to think together about what balance would support your energy and strength.”",OFNR - Self
2/25/2026 6:14:44,2/24/2026,"I became parent twice yesterday
- do not get angry while playing it is not good focus on your game
- do not eat more than 2 sweets a day I want you to become a great athlete.

No NVC more of moral guidance, control, correction.",Story
2/25/2026 22:03:43,2/25/2026,"The only way to solve and win through problem is to work towards it.
Today I felt so good when I started making consistent effort of owning and sharing capture work. Another subtle thing is when you start overcoming your fears.
- subsidy discussion
- Maharshi KT
- Production plan discussion
- Claude Code trial and understanding Python Code.
- Do whatever it takes

Again all of what I may have read is coming to life;.",Story
2/25/2026 22:28:14,2/25/2026,Today morning I took good care of her and she could feel it when I ensured that she gets time for call and she can do exercise even she could feel that care also we talked about trip on the walk. I am able to sense her feelings and needs.,Payal Letter / Loving Her
2/25/2026 22:34:15,2/25/2026,"When Aanshi started teasing me by keeping lights on and laughing at it.
""When you turned the lights on to tease me, I felt hurt and a little dismissed, because this value of not wasting resources is something I genuinely care about and it matters to me that you understand that, even if you don't share it the same way.""",OFNR - Self
2/26/2026 22:20:50,2/26/2026,"All performances are not same.
We keep talking about recognition at CricHeroes and when we see from onset we feel that this performance someone must buy and then when we talk to users we learn that they do not value individual match performances, normal tournament match performances, they value critical tournament match performances and if they already perform well they also do not value all good performances.",Story
2/26/2026 22:22:27,2/26/2026,"How older memories or learnings make it so fulfilling.

Today I was taking KT from Maharshi and it reminded me of few things from my college like
Plan and elevation
Isometric and orthogonal projection
Strength of materials

Even some school fundamentals
Copper better conductor

How science and building physical objects is different than building softwares.",Story
2/26/2026 22:24:02,2/26/2026,"AI as a powerful tool

How humans have always got powerful tools in history and they have helped mankind.
AI looks like most powerful tool till date and even powerful than human.
Let us see how humans use it and benefit and make larger good.

How software as a line came and how software will eat itself and comoditize.
How other engineerings will become more valuable.",Story
3/1/2026 15:58:02,2/24/2026,"I used to think that turning off all the unnecessary lights and kept telling that to everyone. This is what I inherited from my parents.
Now that day it stuck me that kids do not think that way. 
there is also another way to see lights giving beauty to home.
So let me also not think from only savings point of view.
So now I do not make fuss of it some times I keep them on and not tell everyone to keep it off.",Thoughts
3/8/2026 1:03:36,3/6/2026,"Your OFNR:
Observation: The TV time extended beyond 20 minutes and I started feeling unproductive.
Feeling: Restless. Anxious. Perhaps a quiet guilt about time passing without purpose.
Need: To use time meaningfully. To not feel like things are slipping out of order.
Request to yourself: Can I notice this restlessness without acting on it immediately? Can I sit with the discomfort for a little while in service of something equally valuable — which is just being with my children?",OFNR - Self
3/8/2026 1:04:29,3/6/2026,"Aanshi
Observation: Papa was watching TV with us and then suddenly shifted to checking on my habits mid-enjoyment.
Feeling: Dismissed. Disrupted. Perhaps a little sad — because she was enjoying him being there, not just the TV.
Need: To feel that this time with Papa is safe and uninterrupted. That she is enough reason for him to stay present.
Request she couldn't articulate but was underneath her reaction: ""Just be here with me. Nothing else right now.""
",OFNR - Other
